"","Temperature","393b","method"
"1298",84.5,0.498097541356658,"Mid"
"1299",84.6,0.468816868214643,"Mid"
"1300",84.7,0.438490958656342,"Mid"
"1301",84.8,0.406926358292135,"Mid"
"1302",84.9,0.374503340506323,"Mid"
"1303",85,0.341607091158174,"Mid"
"1304",85.1,0.308597304873658,"Mid"
"1305",85.2,0.275419264138611,"Mid"
"1306",85.3,0.241681475273959,"Mid"
"1307",85.4,0.20698644665584,"Mid"
"1308",85.5,0.171409596374025,"Mid"
"1309",85.6,0.135954866302422,"Mid"
"1310",85.7,0.101734297703358,"Mid"
"1311",85.8,0.0698599844778805,"Mid"
"1312",85.9,0.0415767988918619,"Mid"
"1313",86,0.0185489609024828,"Mid"
"1314",86.1,0.00252327503447977,"Mid"
"1315",86.2,-0.00508553620038754,"Mid"
"1316",86.3,-0.00579195630741151,"Mid"
"1317",86.4,-0.00263533153926461,"Mid"
"1318",86.5,0.00133188476207577,"Mid"
"1319",86.6,0.00318302037371131,"Mid"
"1320",86.7,0.00234369308507294,"Mid"
"1321",86.8,0.000325672980009246,"Mid"
"1322",86.9,-0.00129045288528446,"Mid"
"1323",87,-0.00155936233810256,"Mid"
"1324",87.1,-0.000904323449644442,"Mid"
"1325",87.2,7.35465009637863e-05,"Mid"
"1326",87.3,0.00077314601412669,"Mid"
"1327",87.4,0.00078068701708127,"Mid"
"1328",87.5,0.000335569064372581,"Mid"
"1329",87.6,-0.000180516715988199,"Mid"
"1330",87.7,-0.000418041739994655,"Mid"
"1331",87.8,-0.000345707242679774,"Mid"
"1332",87.9,-0.000113854313407454,"Mid"
"1333",88,0.000125054104858475,"Mid"
"1334",88.1,0.000225164354915041,"Mid"
"1335",88.2,0.000164594199308656,"Mid"
"1336",88.3,3.16048540555459e-05,"Mid"
"1337",88.4,-8.17129478936301e-05,"Mid"
"1338",88.5,-0.000108352633852091,"Mid"
"1339",88.6,-6.89180533155322e-05,"Mid"
"1340",88.7,-3.12879427478343e-06,"Mid"
"1341",88.8,4.92955552793074e-05,"Mid"
"1342",88.9,5.60943156128639e-05,"Mid"
"1343",89,2.80715584286543e-05,"Mid"
"1344",89.1,-8.54710773414854e-06,"Mid"
"1345",89.2,-2.8366461506454e-05,"Mid"
"1346",89.3,-2.45074774898094e-05,"Mid"
"1347",89.4,-8.05043418483303e-06,"Mid"
"1348",89.5,9.18578916324011e-06,"Mid"
"1349",89.6,1.55385015936449e-05,"Mid"
"1350",89.7,7.97797201428959e-06,"Mid"
"1351",89.8,-3.55255479215058e-06,"Mid"
"1352",89.9,-8.04025171579224e-06,"Mid"
"1353",90,5.23335086647814e-06,"Mid"
