"","lower","upper","method","SampleID"
"2304",48.0472713795651,87.5542090813515,"outmost","374a"
"2305",45.0534723819819,89.9804357118142,"outmost","374b"
"2306",45.0532555363268,89.2335118534771,"outmost","375a"
"2307",45.0261107112502,89.9430359294842,"outmost","375b"
"2308",45.0120582217425,88.7856431989751,"outmost","376a"
"2309",49.7733164043508,87.5869753115506,"outmost","376b"
"2310",48.7296194507939,87.5332679577763,"outmost","377a"
"2311",45.8202799634624,89.9772373760308,"outmost","377b"
"2312",52.405264537671,87.8489281421626,"outmost","378a"
"2313",52.4236828417221,89.4906932876733,"outmost","378b"
"2314",48.3540466436979,87.9210241755455,"outmost","379a"
"2315",45.0469449569118,88.2138615544859,"outmost","379b"
"2316",50.0833717204875,87.8470495661154,"outmost","380a"
"2317",47.5550625407853,89.8221112182483,"outmost","380b"
"2318",45.0072136392377,87.5741188437718,"outmost","381a"
"2319",51.31256572716,89.8329579949957,"outmost","381b"
"2320",47.7441869976956,89.3912097359141,"outmost","382a"
"2321",48.6691337476523,89.7728364008137,"outmost","382b"
"2322",45.9773434827727,87.5476576959087,"outmost","383a"
"2323",46.7939916517355,87.5642699733438,"outmost","383b"
"2324",50.4945042424981,89.9448610309307,"outmost","384a"
"2325",48.189977488394,87.5235993626467,"outmost","384b"
"2326",49.0392411771819,87.6428937155903,"outmost","385a"
"2327",45.5714672067206,89.9917608376149,"outmost","385b"
"2328",47.5387241982532,89.9624091311222,"outmost","386a"
"2329",45.0760291998686,87.5462634893933,"outmost","386b"
"2330",50.9133594302597,87.8036682581652,"outmost","387a"
"2331",46.0074762325859,89.277725308211,"outmost","387b"
"2332",45.0768726167608,87.5604401279313,"outmost","388a"
"2333",46.073833740371,89.7774907319603,"outmost","388b"
"2334",45.6224237090826,87.5559791199807,"outmost","389a"
"2335",47.8443832483965,88.6646771402705,"outmost","389b"
"2336",45.1147280448126,89.9549696896222,"outmost","390a"
"2337",45.6136000195678,87.6304827474223,"outmost","390b"
"2338",45.031872022565,89.9721464358498,"outmost","391a"
"2339",51.3563458553748,87.5200250949847,"outmost","391b"
"2340",52.3950210664285,87.7253490038856,"outmost","392a"
"2341",45.0280208538929,87.5448846978803,"outmost","392b"
"2342",45.0727108012853,89.9996537138616,"outmost","393a"
"2343",45.1119011232167,89.7355060499644,"outmost","393b"
