"","lower","upper","method","SampleID"
"1750",55.79342,88.5405,"outmost","95a"
"1751",55.62477,86.47174,"outmost","95b"
"1752",52.00894,87.4559,"outmost","96a"
"1753",52.70903,86.22268,"outmost","96b"
"1754",49.7113,87.45502,"outmost","97a"
"1755",54.55995,87.20709,"outmost","97b"
"1756",58.05861,87.57236,"outmost","98a"
"1757",54.51047,86.9708,"outmost","98b"
"1758",55.35926,87.42293,"outmost","99a"
"1759",53.8609,87.38786,"outmost","99b"
"1760",57.09342,87.57377,"outmost","100a"
"1761",55.40843,85.78873,"outmost","100b"
"1762",50.22656,86.40676,"outmost","101a"
"1763",58.46003,86.59037,"outmost","101b"
"1764",45.02752,83.80759,"outmost","102a"
"1765",48.54393,84.30745,"outmost","102b"
"1766",54.09091,86.40456,"outmost","103a"
"1767",55.19085,85.03781,"outmost","103b"
"1768",50.44173,86.53864,"outmost","104a"
"1769",52.12757,86.45457,"outmost","104b"
"1770",56.52617,86.47318,"outmost","105a"
"1771",52.54147,86.98844,"outmost","105b"
"1772",55.62671,86.707,"outmost","106a"
"1773",57.52489,86.43859,"outmost","106b"
"1774",54.72418,86.77114,"outmost","107a"
"1775",51.24199,86.22223,"outmost","107b"
"1776",55.99117,84.97146,"outmost","108a"
"1777",54.10907,85.80601,"outmost","108b"
"1778",56.70857,85.95552,"outmost","109a"
"1779",57.85989,86.49021,"outmost","109b"
"1780",50.99322,85.62346,"outmost","110a"
"1781",55.70942,86.37305,"outmost","110b"
"1782",58.49136,84.72167,"outmost","111a"
"1783",54.8939,84.72078,"outmost","111b"
"1784",51.69342,85.29031,"outmost","112a"
"1785",54.59156,84.37183,"outmost","112b"
"1786",46.20848,81.52198,"outmost","113a"
"1787",47.17607,84.97298,"outmost","113b"
"1788",55.9246,84.83822,"outmost","114a"
"1789",53.64194,82.87212,"outmost","114b"
"1790",57.07665,84.857,"outmost","115a"
"1791",52.94267,82.92295,"outmost","115b"
"1792",56.12526,84.65556,"outmost","116a"
"1793",57.40975,82.92334,"outmost","116b"
"1794",58.29071,84.55426,"outmost","117a"
"1795",53.04219,84.5391,"outmost","117b"
"1796",52.6258,85.18941,"outmost","118a"
"1797",52.84325,84.59008,"outmost","118b"
"1798",58.49155,84.6718,"outmost","119a"
"1799",52.74399,84.90423,"outmost","119b"
"1800",50.52719,85.18743,"outmost","120a"
"1801",54.82495,83.58852,"outmost","120b"
"1802",55.95966,84.48992,"outmost","121a"
"1803",50.8094,84.32297,"outmost","121b"
"1804",46.2771,84.15718,"outmost","122a"
"1805",53.29376,82.95727,"outmost","122b"
"1806",55.25917,83.52272,"outmost","123a"
"1807",55.65749,83.70441,"outmost","123b"
"1808",54.19385,81.80739,"outmost","124a"
"1809",53.87606,83.73959,"outmost","124b"
"1810",53.14242,83.78925,"outmost","125a"
"1811",58.42656,84.07347,"outmost","125b"
"1812",52.74132,84.53821,"outmost","126a"
"1813",57.02449,84.47147,"outmost","126b"
"1814",54.82663,84.44016,"outmost","127a"
"1815",56.24265,84.12289,"outmost","127b"
"1816",57.07542,83.15559,"outmost","128a"
"1817",56.36035,84.19062,"outmost","128b"
"1818",53.26065,84.65426,"outmost","129a"
"1819",48.0443,84.32116,"outmost","129b"
"1820",57.30934,84.52292,"outmost","130a"
"1821",56.44169,84.47198,"outmost","130b"
"1822",51.50786,87.82147,"outmost","131a"
"1823",54.19233,83.58921,"outmost","131b"
"1824",53.20969,83.70657,"outmost","132a"
"1825",58.49328,83.80681,"outmost","132b"
"1826",49.01123,83.78808,"outmost","133a"
"1827",56.47438,84.27133,"outmost","133b"
"1828",57.86008,84.34039,"outmost","134a"
"1829",53.72651,83.47342,"outmost","134b"
"1830",48.07593,84.05609,"outmost","135a"
"1831",55.92413,83.1543,"outmost","135b"
"1832",58.49064,83.62096,"outmost","136a"
"1833",58.3916,82.50517,"outmost","136b"
"1834",56.54272,82.2063,"outmost","137a"
"1835",56.19343,83.14033,"outmost","137b"
"1836",52.19135,84.42162,"outmost","138a"
"1837",46.92794,83.85472,"outmost","138b"
"1838",50.31011,84.72364,"outmost","139a"
"1839",50.59315,83.50669,"outmost","139b"
"1840",51.79168,84.28849,"outmost","140a"
"1841",58.47379,83.72403,"outmost","140b"
"1842",51.04273,82.83953,"outmost","141a"
"1843",45.74207,84.93889,"outmost","141b"
"1844",57.05743,82.60429,"outmost","142a"
"1845",57.42648,82.8567,"outmost","142b"
"1846",53.72619,82.42312,"outmost","143a"
"1847",52.21035,82.15718,"outmost","143b"
"1848",58.44099,83.03789,"outmost","144a"
"1849",56.1585,83.0554,"outmost","144b"
"1850",56.82619,82.55637,"outmost","145a"
"1851",56.12574,82.80599,"outmost","145b"
"1852",54.34131,82.2381,"outmost","146a"
"1853",54.52697,83.02386,"outmost","146b"
"1854",57.69281,82.75638,"outmost","147a"
"1855",55.9754,82.60564,"outmost","147b"
"1856",52.69185,82.17198,"outmost","148a"
"1857",54.89329,82.79015,"outmost","148b"
"1858",52.19305,82.6232,"outmost","149a"
"1859",53.17519,81.77206,"outmost","149b"
"1860",48.69183,81.53857,"outmost","150a"
"1861",50.22616,82.58956,"outmost","150b"
"1862",54.65747,82.05428,"outmost","151a"
"1863",56.39084,81.87107,"outmost","151b"
"1864",48.77621,81.53969,"outmost","152a"
"1865",56.10859,81.53876,"outmost","152b"
"1866",49.07801,82.78806,"outmost","153a"
"1867",54.62592,81.90611,"outmost","153b"
"1868",56.59322,81.70676,"outmost","154a"
"1869",56.82436,81.53788,"outmost","154b"
"1870",52.17438,81.65455,"outmost","155a"
"1871",50.32546,82.38883,"outmost","155b"
"1872",55.7265,81.79005,"outmost","156a"
"1873",53.79335,81.90684,"outmost","156b"
"1874",49.47463,81.92144,"outmost","157a"
"1875",54.32538,85.68906,"outmost","157b"
"1876",54.89295,81.50648,"outmost","158a"
"1877",55.72641,84.25668,"outmost","158b"
"1878",55.80862,81.52223,"outmost","159a"
"1879",56.90808,81.52165,"outmost","159b"
"1880",56.14049,81.50731,"outmost","160a"
"1881",56.75901,81.50585,"outmost","160b"
"1882",58.45843,81.55537,"outmost","161a"
"1883",53.24292,81.5064,"outmost","161b"
"1884",54.87717,81.50731,"outmost","162a"
"1885",50.94367,81.50714,"outmost","162b"
"1886",53.47539,81.50555,"outmost","163a"
"1887",56.0578,81.82137,"outmost","163b"
"1888",54.67696,81.50715,"outmost","164a"
"1889",54.37677,81.50694,"outmost","164b"
"1890",55.45824,81.50513,"outmost","165a"
"1891",49.26106,81.58784,"outmost","165b"
"1892",50.07709,81.50717,"outmost","166a"
"1893",54.10896,81.50578,"outmost","166b"
"1894",57.84199,81.50552,"outmost","167a"
"1895",53.05844,81.52197,"outmost","167b"
"1896",46.19318,81.50656,"outmost","168a"
"1897",52.9093,81.50614,"outmost","168b"
"1898",47.72784,81.55458,"outmost","169a"
"1899",55.36057,81.50738,"outmost","169b"
"1900",52.05934,81.5062,"outmost","170a"
"1901",50.04441,81.52117,"outmost","170b"
"1902",49.5927,82.28956,"outmost","171a"
"1903",53.25841,81.50516,"outmost","171b"
"1904",46.94342,81.50683,"outmost","172a"
"1905",49.76068,84.20422,"outmost","172b"
"1906",50.90858,82.8888,"outmost","173a"
"1907",52.35815,81.52163,"outmost","173b"
"1908",52.8102,81.50709,"outmost","175a"
"1909",55.92692,81.79047,"outmost","175b"
"1910",51.49247,81.50595,"outmost","176a"
"1911",58.49112,81.50464,"outmost","176b"
"1912",50.90849,81.7053,"outmost","177a"
"1913",49.8081,81.50483,"outmost","177b"
"1914",54.87631,83.23984,"outmost","178a"
"1915",50.74409,81.50757,"outmost","178b"
"1916",54.92532,81.50548,"outmost","179b"
"1917",52.69332,81.50681,"outmost","180a"
"1918",51.92548,81.52234,"outmost","180b"
"1919",51.95974,81.50653,"outmost","167c"
"1920",47.04209,82.60556,"outmost","167d"
"1921",54.57475,85.70508,"outmost","182a"
"1922",56.44328,82.74011,"outmost","182b"
"1923",58.29341,81.50693,"outmost","183a"
"1924",57.37418,81.53774,"outmost","183b"
"1925",56.39192,84.68885,"outmost","184a"
"1926",58.4925,81.92272,"outmost","184b"
"1927",56.69074,81.50753,"outmost","185a"
"1928",51.96057,83.55414,"outmost","185b"
"1929",56.29215,81.52236,"outmost","186a"
"1930",55.14185,82.60537,"outmost","186b"
"1931",56.2576,85.0546,"outmost","187a"
"1932",53.56018,85.80707,"outmost","187b"
"1933",53.44273,84.18962,"outmost","188a"
"1934",57.10766,81.60447,"outmost","188b"
"1935",45.49384,81.50715,"outmost","189a"
"1936",57.47601,81.50625,"outmost","189b"
"1937",49.85896,81.50577,"outmost","190a"
"1938",53.94388,81.57405,"outmost","190b"
"1939",50.22633,83.48989,"outmost","171c"
"1940",55.01024,81.50714,"outmost","171d"
"1941",50.22502,81.50515,"outmost","192a"
"1942",49.14156,88.87184,"outmost","192b"
"1943",52.72668,81.50679,"outmost","193a"
"1944",58.45907,81.50603,"outmost","193b"
"1945",55.65814,81.52168,"outmost","194a"
"1946",57.8576,81.88785,"outmost","194b"
"1947",52.4105,83.93739,"outmost","195a"
"1948",54.70846,81.50532,"outmost","195b"
"1949",55.42578,81.77259,"outmost","196a"
"1950",55.426240394124,82.0231651161661,"outmost","196b"
"1951",51.25832,81.50513,"outmost","197a"
"1952",52.6411493902869,81.5046375599255,"outmost","197b"
"1953",55.46006,83.44026,"outmost","198a"
"1954",55.64187,81.50536,"outmost","198b"
"1955",51.27511,81.60519,"outmost","199a"
"1956",52.82676,81.50697,"outmost","199b"
"1957",50.37664,81.50681,"outmost","200a"
"1958",55.52384,82.40406,"outmost","200b"
"1959",50.59344,83.07363,"outmost","201a"
"1960",58.49104,81.5212,"outmost","201b"
"1961",57.10873,81.50558,"outmost","202a"
"1962",46.14234,81.55576,"outmost","202b"
"1963",57.9236,82.25719,"outmost","203a"
"1964",56.37645,83.2567,"outmost","203b"
"1965",57.27577,81.87276,"outmost","204a"
"1966",54.30737,81.55426,"outmost","204b"
"1967",56.77453,84.17148,"outmost","205a"
"1968",54.508,81.50486,"outmost","205b"
"1969",54.71022,84.04045,"outmost","206a"
"1970",56.35869,82.02226,"outmost","206b"
"1971",56.12566,81.53915,"outmost","207a"
"1972",53.11036,81.50715,"outmost","207b"
"1973",56.69048,83.5707,"outmost","208a"
"1974",46.64423,84.2377,"outmost","208b"
"1975",58.00927,83.00618,"outmost","209a"
"1976",52.35968,83.40659,"outmost","209b"
"1977",58.49141,87.45512,"outmost","210a"
"1978",56.90702,83.39064,"outmost","210b"
"1979",55.12586,86.23947,"outmost","211a"
"1980",56.80979,82.27333,"outmost","211b"
"1981",56.84147,82.55501,"outmost","212a"
"1982",49.79402,81.60751,"outmost","212b"
"1983",54.39313,82.12327,"outmost","213a"
"1984",57.32457,82.32159,"outmost","213b"
"1985",52.15804,81.7716,"outmost","214a"
"1986",53.09189,81.55533,"outmost","214b"
"1987",58.49013,83.37377,"outmost","215a"
"1988",51.99286,83.50637,"outmost","215b"
"1989",56.54223,83.32247,"outmost","216a"
"1990",54.72415,85.22108,"outmost","216b"
"1991",57.39074,84.40434,"outmost","217a"
"1992",49.77599,81.50609,"outmost","217b"
"1993",56.19214,84.15576,"outmost","218a"
"1994",51.79318,84.90674,"outmost","218b"
"1995",48.49434,82.47113,"outmost","219a"
"1996",53.67524,87.33896,"outmost","219b"
"1997",54.54289,82.50645,"outmost","220a"
"1998",52.4926,81.55614,"outmost","220b"
"1999",50.69336,82.64025,"outmost","221a"
"2000",55.52451,83.22142,"outmost","221b"
"2001",47.05874,81.58887,"outmost","222a"
"2002",51.44171,81.53854,"outmost","222b"
"2003",55.64371,81.64054,"outmost","223a"
"2004",56.15927,83.52287,"outmost","223b"
"2005",56.00928,82.57281,"outmost","224a"
"2006",52.24102,82.17122,"outmost","224b"
"2007",49.27482,81.63829,"outmost","225a"
"2008",56.54187,81.50536,"outmost","225b"
"2009",54.82663,83.02351,"outmost","226a"
"2010",56.15934,82.78955,"outmost","226b"
"2011",56.82532,87.70568,"outmost","227a"
"2012",56.1576,88.52133,"outmost","227b"
"2013",54.65729,82.25417,"outmost","228a"
"2014",49.50866,83.75549,"outmost","228b"
"2015",46.79252,82.10591,"outmost","229a"
"2016",45.62719,84.95732,"outmost","229b"
"2017",53.92723,82.95412,"outmost","226c"
"2018",52.96053,83.65736,"outmost","226d"
"2019",55.47411,87.73777,"outmost","231a"
"2020",52.42542,85.4723,"outmost","231b"
"2021",51.47587,82.05599,"outmost","232a"
"2022",56.32648,82.82336,"outmost","232b"
"2023",51.71052,81.80736,"outmost","233a"
"2024",50.21048,89.98744,"outmost","233b"
"2025",54.94207,82.13896,"outmost","234a"
"2026",49.49253,82.58933,"outmost","234b"
"2027",49.97684,85.73706,"outmost","235a"
"2028",58.4267,82.2903,"outmost","235b"
"2029",53.24208,84.2723,"outmost","236a"
"2030",57.60736,86.25433,"outmost","236b"
"2031",51.74403,82.07421,"outmost","237a"
"2032",47.37589,82.28935,"outmost","237b"
"2033",47.1425,87.73943,"outmost","238a"
"2034",50.82692,81.50711,"outmost","238b"
"2035",52.04422,83.05442,"outmost","239a"
"2036",54.5245,83.47135,"outmost","239b"
"2037",51.27593,85.85616,"outmost","141c"
"2038",52.59175,83.27195,"outmost","141d"
"2039",55.7102,81.50712,"outmost","241a"
"2040",56.44282,81.53971,"outmost","241b"
"2041",52.85798,84.52155,"outmost","242a"
"2042",52.51052,84.85736,"outmost","242b"
"2043",58.29292,83.98986,"outmost","243a"
"2044",56.27481,81.58833,"outmost","243b"
"2045",57.42476,81.53831,"outmost","244a"
"2046",58.29324,81.70676,"outmost","244b"
"2047",52.54283,81.67296,"outmost","245a"
"2048",49.69413,85.28774,"outmost","245b"
"2049",53.49154,81.50507,"outmost","246a"
"2050",56.35822,88.47187,"outmost","246b"
"2051",54.04338,84.12361,"outmost","247a"
"2052",54.87677,81.50695,"outmost","247b"
"2053",57.60902,85.28937,"outmost","248a"
"2054",56.94106,83.30461,"outmost","248b"
"2055",50.92763,87.63793,"outmost","249a"
"2056",58.05992,83.04023,"outmost","249b"
"2057",56.87545,83.57238,"outmost","250a"
"2058",55.14108,85.93801,"outmost","250b"
"2059",50.70868,81.88877,"outmost","251a"
"2060",54.1253,81.63884,"outmost","251b"
"2061",53.76066,82.13747,"outmost","252a"
"2062",52.15934,86.67292,"outmost","252b"
"2063",56.87601,81.80619,"outmost","253a"
"2064",54.70988,84.54026,"outmost","253b"
"2065",49.54145,84.93839,"outmost","254a"
"2066",50.67523,82.18878,"outmost","254b"
"2067",56.2269,82.72377,"outmost","255a"
"2068",51.00985,87.14008,"outmost","255b"
"2069",48.79177,82.0552,"outmost","256a"
"2070",58.04091,82.32116,"outmost","256b"
"2071",58.49317,88.07362,"outmost","257a"
"2072",54.32563,81.62243,"outmost","257b"
"2073",54.15846,82.35535,"outmost","258a"
"2074",52.64318,88.49022,"outmost","258b"
"2075",56.3599,83.64022,"outmost","259a"
"2076",56.35781,81.58802,"outmost","259b"
"2077",52.09174,81.50523,"outmost","260a"
"2078",56.1252,81.50542,"outmost","260b"
"2079",53.65965,83.03987,"outmost","261a"
"2080",57.22459,86.55494,"outmost","261b"
"2081",54.89097,84.97127,"outmost","262a"
"2082",57.09159,88.70525,"outmost","262b"
"2083",56.37589,83.58944,"outmost","263a"
"2084",56.07583,81.62268,"outmost","263b"
"2085",52.37445,83.98801,"outmost","264a"
"2086",51.76069,81.50749,"outmost","264b"
"2087",52.37634,81.50648,"outmost","265a"
"2088",57.22499,87.98871,"outmost","265b"
"2089",50.01119,85.52139,"outmost","266a"
"2090",56.39267,85.73975,"outmost","266b"
"2091",50.7588422749348,89.9527203274736,"outmost","267a"
"2092",45.0260996301712,87.5864311067462,"outmost","267b"
"2093",47.4443453340401,87.6380611047728,"outmost","268a"
"2094",45.1102974145429,87.5039890094267,"outmost","268b"
"2095",45.0269063857055,88.8873416206243,"outmost","269a"
"2096",50.4922187113859,89.9693742355645,"outmost","269b"
"2097",45.009251121755,88.1530172703441,"outmost","270a"
"2098",45.0936950574003,89.9874829509098,"outmost","270b"
"2099",45.061529491909,87.6718462318063,"outmost","271a"
"2100",45.0947995418407,87.5050941052666,"outmost","271b"
"2101",45.0106958003955,87.554462733304,"outmost","272a"
"2102",52.4255936189236,87.5360381405452,"outmost","272b"
"2103",45.0928222100337,87.5365642434091,"outmost","273a"
"2104",45.0104603931248,87.5374841302963,"outmost","273b"
"2105",45.0113858007547,87.6383835220009,"outmost","274a"
"2106",51.624758892312,87.6386448883016,"outmost","274b"
"2107",45.0768097287579,88.2872192927309,"outmost","275a"
"2108",47.5245060542295,88.2883266119874,"outmost","275b"
"2109",47.4756027898244,87.5860693517394,"outmost","276a"
"2110",45.0089470731665,87.5359987479115,"outmost","276b"
"2111",51.1547978533456,88.1585095625927,"outmost","277a"
"2112",49.8188005553313,88.5758392484261,"outmost","277b"
"2113",51.491530221064,88.6818947873397,"outmost","278a"
"2114",51.2817543798933,88.212156188796,"outmost","278b"
"2115",45.2662957628272,87.5665390712135,"outmost","279a"
"2116",45.7300281116314,87.5536465996752,"outmost","279b"
"2117",45.0449024200582,89.9551878531819,"outmost","280a"
"2118",51.7006105835,87.8776063227635,"outmost","280b"
"2119",45.0531986237216,89.9501652620714,"outmost","281a"
"2120",45.077617959463,89.9779043165168,"outmost","281b"
"2121",45.0176632865683,87.5845977422645,"outmost","282a"
"2122",45.0152784862941,88.5823699492859,"outmost","282b"
"2123",48.9129002437783,89.2065983974215,"outmost","283a"
"2124",45.0022150363344,87.6257608001557,"outmost","283b"
"2125",49.7302104140216,87.7372311797982,"outmost","284a"
"2126",45.0303866264894,89.9608161901559,"outmost","284b"
"2127",45.1477753167535,88.4614371042705,"outmost","285a"
"2128",45.0605121020694,87.8007519127342,"outmost","285b"
"2129",45.0426128750436,87.7695642556307,"outmost","286a"
"2130",45.0135199176721,89.8404815511421,"outmost","286b"
"2131",45.6671978422757,87.6974691927567,"outmost","287a"
"2132",45.0589774145601,89.9692876335223,"outmost","287b"
"2133",50.3500184221249,89.9703953338826,"outmost","288a"
"2134",45.9389914648092,89.9226601434584,"outmost","288b"
"2135",49.1030891836399,89.916822954443,"outmost","289a"
"2136",45.0748226626888,89.9017711709298,"outmost","289b"
"2137",45.0077677981523,89.978057315323,"outmost","290a"
"2138",45.042837400713,87.6031113301176,"outmost","290b"
"2139",47.3080880808572,87.5983627213725,"outmost","291a"
"2140",45.0273677030392,89.9210095983027,"outmost","291b"
"2141",45.0751400073766,88.4754097175912,"outmost","247c"
"2142",45.0315077586879,89.9284867549378,"outmost","247d"
"2143",49.9467768902508,89.9371458590457,"outmost","293a"
"2144",48.9304973666499,87.7875142819303,"outmost","293b"
"2145",47.1824481333632,88.2127354900685,"outmost","294a"
"2146",45.1168717074038,87.640405630643,"outmost","294b"
"2147",45.1621003740773,89.9957169442216,"outmost","295a"
"2148",45.0512573181411,89.9882666416887,"outmost","295b"
"2149",46.2051203492229,87.9520970950378,"outmost","252c"
"2150",45.0609023354757,89.991173524843,"outmost","252d"
"2151",48.0542138083672,88.7678924134821,"outmost","297a"
"2152",47.1310371956085,88.5613855447621,"outmost","297b"
"2153",49.8073089243753,88.8710373117482,"outmost","298a"
"2154",48.9107663718895,87.5711454841937,"outmost","298b"
"2155",48.382059708489,89.9991143432676,"outmost","299a"
"2156",47.1819364608634,89.9456096602148,"outmost","299b"
"2157",46.8222977097188,89.679279691425,"outmost","300a"
"2158",48.1964797802088,89.9402016433682,"outmost","300b"
"2159",46.889968666749,89.963658513686,"outmost","267c"
"2160",45.2749923812653,89.6419439373528,"outmost","267d"
"2161",46.006343492492,87.573275516784,"outmost","302a"
"2162",45.7600135573173,89.5770027057318,"outmost","302b"
"2163",45.3250063569565,89.925304198362,"outmost","303a"
"2164",45.0211821459041,89.9648357135565,"outmost","303b"
"2165",45.0111627907876,87.674698962057,"outmost","304a"
"2166",45.1453618601606,87.5655892576306,"outmost","304b"
"2167",48.30284021332,89.989890132394,"outmost","305a"
"2168",49.8429807614961,87.5900120061103,"outmost","305b"
"2169",46.3426755434392,88.1596006101513,"outmost","271c"
"2170",45.7312473662034,89.9915282574648,"outmost","271d"
"2171",49.4552069365723,89.958899431066,"outmost","307a"
"2172",48.2189692329114,89.7326237477358,"outmost","307b"
"2173",48.9748508943124,87.645134876355,"outmost","308a"
"2174",49.7207251690892,88.8377238636064,"outmost","308b"
"2175",52.3690821019087,88.9394193566586,"outmost","309a"
"2176",46.0109097394169,89.9779021754055,"outmost","309b"
"2177",52.4519912367736,88.1955256026232,"outmost","310a"
"2178",51.1690019356877,89.8393804050235,"outmost","310b"
"2179",49.0669744110993,88.4840022574901,"outmost","311a"
"2180",49.763536685028,89.7805703749258,"outmost","311b"
"2181",47.54789097924,87.9781848114873,"outmost","312a"
"2182",49.5277950851627,89.9348377489863,"outmost","312b"
"2183",45.9257006864588,89.9193702425353,"outmost","313a"
"2184",48.0720691730288,88.5057342191138,"outmost","313b"
"2185",49.4164740316614,87.5901349477101,"outmost","314a"
"2186",48.9640198064595,88.557704420571,"outmost","314b"
"2187",48.3372354943954,88.5242411837827,"outmost","315a"
"2188",46.5448876160234,89.8918487353834,"outmost","315b"
"2189",48.456771677262,89.2370809234892,"outmost","316a"
"2190",49.726,90,"outmost","316b"
"2191",46.2827309949749,87.9396362026069,"outmost","317a"
"2192",45.0113024063247,87.754876674605,"outmost","317b"
"2193",47.4931007667794,89.9901313143762,"outmost","318a"
"2194",49.7992219373455,87.5694384740973,"outmost","318b"
"2195",47.2042342134712,89.0578829388294,"outmost","319a"
"2196",45.2244930614998,89.9981868695596,"outmost","319b"
"2197",45.0765263085842,89.9334648273299,"outmost","320a"
"2198",50.2374634870634,89.9811323239083,"outmost","320b"
"2199",47.5250555029367,89.0353714852688,"outmost","321a"
"2200",45.0529144407563,89.9198818522357,"outmost","322a"
"2201",50.8477030009964,89.8680842012713,"outmost","322b"
"2202",52.4085483195748,89.5689808707637,"outmost","323a"
"2203",52.3812851691273,89.8749671679729,"outmost","323b"
"2204",52.4589319480833,87.5393192083671,"outmost","324a"
"2205",52.4635455651447,87.9772205678418,"outmost","324b"
"2206",45.0530077015334,87.8232602362369,"outmost","325a"
"2207",45.0073725099149,87.6842893222888,"outmost","325b"
"2208",45.0472074536974,88.0641224103292,"outmost","326a"
"2209",45.0353873005893,89.3857518746138,"outmost","326b"
"2210",47.8001381420529,89.9671524881149,"outmost","327a"
"2211",52.4734305019121,88.0870706592355,"outmost","327b"
"2212",50.6191176030356,89.8061825301529,"outmost","328a"
"2213",52.384660195487,87.7950857969062,"outmost","328b"
"2214",52.4230904579182,89.9201620136223,"outmost","329a"
"2215",51.6526047305395,89.9963664608205,"outmost","329b"
"2216",47.5898623281313,89.7869044876548,"outmost","330a"
"2217",45.0765653021813,89.9501645827628,"outmost","330b"
"2218",52.11721596805,89.964301658179,"outmost","331a"
"2219",45.6459888143011,87.6895523413517,"outmost","331b"
"2220",52.4251124503784,88.185459170045,"outmost","332a"
"2221",51.0147075216894,88.8984345742959,"outmost","332b"
"2222",45.0597536870744,89.0900369361965,"outmost","333a"
"2223",45.122778715561,89.0931231462309,"outmost","333b"
"2224",45.0214063646191,89.9350587297373,"outmost","334a"
"2225",45.0351696595768,89.2187594231244,"outmost","334b"
"2226",52.3760947220705,87.6197944020586,"outmost","335a"
"2227",52.4712095590628,89.2382523261682,"outmost","335b"
"2228",45.2874527899619,87.5876827495558,"outmost","336a"
"2229",46.868164086083,89.8718434128837,"outmost","336b"
"2230",51.9061882640663,89.9765294003028,"outmost","337a"
"2231",51.1194490918668,89.8564989201469,"outmost","337b"
"2232",52.3512485180873,89.9183338581041,"outmost","338a"
"2233",52.4724342709699,88.4094418807194,"outmost","338b"
"2234",52.4680632049117,87.571723778203,"outmost","339a"
"2235",52.3505688308284,87.5175650295296,"outmost","339b"
"2236",45.0476413057001,87.6211850986795,"outmost","340a"
"2237",52.4190386166903,87.5660409932617,"outmost","340b"
"2238",52.0120269810458,87.5423389570216,"outmost","341a"
"2239",52.4101594281246,89.9972461922066,"outmost","341b"
"2240",45.0465051479512,87.5367275491431,"outmost","342a"
"2241",46.4336191805242,88.2939193802729,"outmost","342b"
"2242",46.5776334874406,89.9679616750108,"outmost","343a"
"2243",48.66,89.944,"outmost","343b"
"2244",52.2101091764643,88.937128849337,"outmost","344a"
"2245",52.469527890977,89.9665707885914,"outmost","344b"
"2246",45.0734960189435,87.5604551938651,"outmost","345a"
"2247",45.1498160867225,89.9667831434108,"outmost","345b"
"2248",45.057436536004,89.9276771104233,"outmost","346a"
"2249",45.0702694338505,87.8037622226326,"outmost","346b"
"2250",52.068613280392,89.9790067009701,"outmost","347a"
"2251",51.6296125074995,87.5233018239888,"outmost","347b"
"2252",49.5669795243364,87.5806864103849,"outmost","348a"
"2253",45.0689004258704,89.9191998614093,"outmost","348b"
"2254",51.3546475977065,89.9216861781493,"outmost","349a"
"2255",52.4031661412362,87.6668303387723,"outmost","349b"
"2256",52.3081513082953,87.5484679740854,"outmost","350a"
"2257",52.3404747471965,88.9375351613393,"outmost","350b"
"2258",52.4157928980828,89.4328785469962,"outmost","351a"
"2259",51.624424021637,89.9515092052225,"outmost","351b"
"2260",51.5919981338389,89.9290641942481,"outmost","352a"
"2261",52.1895186788032,89.4332622286313,"outmost","352b"
"2262",52.4836049891044,87.7172851023504,"outmost","353a"
"2263",52.3990342736091,89.2493860268284,"outmost","353b"
"2264",52.4757790043676,87.572762379566,"outmost","354a"
"2265",52.4451896365083,88.5355292014215,"outmost","354b"
"2266",48.4487531920856,89.989124780943,"outmost","355a"
"2267",46.7226848974026,89.9796607174384,"outmost","355b"
"2268",52.4751777015707,87.628907999038,"outmost","356a"
"2269",45.0989520264042,88.1959098746426,"outmost","356b"
"2270",45.0640014178742,87.7341608469429,"outmost","357a"
"2271",46.231330511731,89.9383353633974,"outmost","357b"
"2272",48.8920544323427,87.5756812743572,"outmost","358a"
"2273",47.0427346327993,88.5563632994606,"outmost","358b"
"2274",46.4003655590563,89.364043018223,"outmost","359a"
"2275",50.8898219408732,89.9735430183265,"outmost","359b"
"2276",45.0256035652388,89.9425638531927,"outmost","360a"
"2277",50.3580134559007,89.9483707981841,"outmost","360b"
"2278",49.4087111311463,89.9790662530514,"outmost","361a"
"2279",51.4743699977583,89.9780824489105,"outmost","361b"
"2280",47.5584788669422,89.7688452344586,"outmost","362a"
"2281",46.7448684441219,87.9051186871317,"outmost","362b"
"2282",45.9625975177045,88.9929055039199,"outmost","363a"
"2283",46.1192076859857,89.9461854748193,"outmost","363b"
"2284",45.2133362871246,88.7003017467529,"outmost","364a"
"2285",51.0294108112808,88.7231403091462,"outmost","364b"
"2286",52.4079138817318,88.4315778655953,"outmost","365a"
"2287",52.4752660770454,88.452284672922,"outmost","365b"
"2288",46.0605684106652,87.7374255162921,"outmost","366a"
"2289",52.0114775242879,87.5918208036643,"outmost","366b"
"2290",45.9069190861859,89.9205686565948,"outmost","367a"
"2291",45.0727823729486,89.8297345222947,"outmost","367b"
"2292",47.8502894503028,87.610556667121,"outmost","368a"
"2293",49.7349172941733,87.8219491220214,"outmost","368b"
"2294",45.1261912155982,87.6597718112499,"outmost","369a"
"2295",47.4626589517429,87.5996224824844,"outmost","369b"
"2296",46.2540012851902,87.5343212469827,"outmost","370a"
"2297",52.2735357343184,87.5871952263001,"outmost","370b"
"2298",52.3112151168415,87.578218395546,"outmost","371a"
"2299",52.3556404097374,89.9560287932067,"outmost","371b"
"2300",48.2584343520682,88.1820952261215,"outmost","372a"
"2301",47.5534375867957,89.9171240923009,"outmost","372b"
"2302",45.0640703924053,87.5809622275467,"outmost","373a"
"2303",45.4218845595776,89.9521708067783,"outmost","373b"
